id,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE/SF,LATITUDE,LONGITUDE
1171,Single Family Residential,134 E 80th St,New York,NY,10021,9950000,,,Upper East Side,,,,34,,40.775642,-73.9588855
1172,Single Family Residential,60 W 9th St,New York,NY,10011,13950000,,,Greenwich Village,,,,518,,40.7338265,-73.9986357
1173,Condo/Co-op,Unit at 1 Morton Sq,New York,NY,10014,13750000,5,4.5,West Village,,,,47,,40.7315375,-74.0033491
1174,Multi-Family (5+ Unit),7010 65Pl,Glendale,NY,11385,1500000,12,6,Glendale,,2808,1931,301,,40.703567,-73.890536
1175,Multi-Family (5+ Unit),60-34 Putnam Ave,Ridgewood,NY,11385,1698000,18,6,Ridgewood,5712,2819,1930,124,297,40.705653,-73.899393
1176,Multi-Family (5+ Unit),71-12 Fresh Pond Rd,Ridgewood,NY,11385,2189000,15,7.5,Ridgewood,,2836,1930,183,,40.7014149,-73.8951206
1177,Multi-Family (5+ Unit),1518 Jefferson Ave,Brooklyn,NY,11221,1300000,18,6,Brooklyn,5712,2800,1916,93,228,40.697064,-73.9072429
1178,Multi-Family (5+ Unit),71-08 66th St,Glendale,NY,11385,1300000,15,7.5,Glendale,5712,2800,1931,6,228,40.7024339,-73.8890762
1179,Multi-Family (5+ Unit),64-40 Madison St,Ridgewood,NY,11385,2188000,18,3,Ridgewood,,3200,1930,36,,40.70772,-73.893726
1180,Multi-Family (5+ Unit),1882 Madison,Ridgewood,NY,11385,3750000,15,12,Ridgewood,,2742,1930,4,,40.703666,-73.9040519
1181,Multi-Family (5+ Unit),1934 Palmetto St,Ridgewood,NY,11385,1999990,12,6,Ridgewood,,2800,1930,95,,40.705638,-73.904444
1182,Multi-Family (5+ Unit),66-06 # 60th Pl,Ridgewood,NY,11385,1690000,8,6,Ridgewood,5700,2584,1930,89,296,40.708064,-73.901614
1183,Condo/Co-op,Unit at 206 W 17th St,New York,NY,10011,11900000,4,3,Chelsea,,,,47,,40.7406191,-73.998817
1184,Multi-Family (2-4 Unit),54 Coleridge St,Brooklyn,NY,11235,2500000,9,5.5,Manhattan Beach,,,,145,,40.5806719,-73.9510218
1185,Single Family Residential,237 E 61st St,New York,NY,10065,7950000,7,6.5,Upper East Side,,,,180,,40.7623909,-73.9641891
1186,Multi-Family (5+ Unit),468 Ralph Ave,Brooklyn,NY,11233,3000000,18,6,Crown Heights/Weeksville,,3025,1910,110,,40.6732887,-73.9223876
1187,Multi-Family (5+ Unit),603 New Jersey Ave,Brooklyn,NY,11207,1600000,14,6,East New York,,,,23,,40.6644076,-73.8926936
1188,Multi-Family (2-4 Unit),270 12 St,Brooklyn,NY,11215,2999000,9,6,Brooklyn,5616,2000,2003,113,534,40.6674892,-73.9884321
1189,Condo/Co-op,8616 21 Ave Unit 5B,Brooklyn,NY,11214,1700,1,1,Brooklyn,550,,2018,13,3,40.60283,-73.9966016
1190,Condo/Co-op,Unit at 2390 Palisades Ave,Bronx,NY,10463,1750,2,1,Riverdale,,,,131,,40.8797408,-73.9204193
1191,Condo/Co-op,50 N Saint Johns Pl #1,Brooklyn,NY,11217,3000,2,1,Brooklyn,750,,1920,50,4,40.6777107,-73.9778032
1192,Multi-Family (2-4 Unit),33 Avenue U,Brooklyn,NY,11223,3000,,,Brooklyn,1400,2000,,352,2,40.595859,-73.9833515
1193,Vacant Land,0 W 28 St,Brooklyn,NY,11224,3000,,,Brooklyn,,3200,,77,,40.5748797,-73.9941892
1194,Vacant Land,221-10 Hempstead Ave,Queens Village,NY,11429,4500,,,Queens Village,,6375,,89,,40.712233,-73.7326889
1195,Vacant Land,2 Howard Ave,Bed-Stuy,NY,11221,4900,,,Bed-Stuy,,8000,,27,,40.688607,-73.9214499
1196,Condo/Co-op,Noord 43-E E Palm Beach Rd,Aruba,NY,0,10000,2,2,Caribbean Palm Village,1152,,,478,9,40.7510849,-73.9922612
1197,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,12500,1,1,Middle West Side,,,,265,,40.7648089,-73.9812315
1198,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,20000,1,1,Middle West Side,,,,408,,40.7648089,-73.9812315
1199,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,35175,1,2,Middle West Side,,,,47,,40.7648734,-73.9811854
1200,Condo/Co-op,136 W 168 St Unit 7C,Bronx,NY,10452,40000,1,1,Bronx,866,,1926,33,46,40.8382699,-73.9256259
1201,Single Family Residential,1 Furlong Drive #3 #3,Granby,NY,10105,45900,3,2,Granby-352800,1220,,1993,49,38,40.7634529,-73.9798808
1202,Condo/Co-op,920 Metcalf Ave Unit 7B,Bronx,NY,10473,49999,0,1,Bronx,550,,1967,31,91,40.8232931,-73.8708045
1203,Vacant Land,,Staten Island,NY,10303,50000,0,,,,3400,,202,,40.627318,-74.150717
1204,Condo/Co-op,920 Metcalf Ave Unit 7M,Bronx,NY,10473,55000,1,1,Bronx,675,,1967,72,81,40.8232931,-73.8708045
1205,Condo/Co-op,11 Bronx River Rd Unit 1L,Yonkers,NY,10704,59000,0,1,Yonkers,550,,1955,5,107,40.9018613,-73.8614786
1206,Single Family Residential,16345-6 Cross Bay Blvd,Howard Beach,NY,11414,60000,1,1,Howard Beach,,,1985,2,,40.6516877,-73.8379249
1207,Condo/Co-op,463 E 178th St Unit 2C,Bronx,NY,10457,63000,1,1,Bronx,600,,1935,19,105,40.8486225,-73.8974707
1208,Condo/Co-op,Unit at 254 E 184th St,Bronx,NY,10458,64000,2,1,Fordham,,,,131,,40.8588966,-73.8981207
1209,Condo/Co-op,245 Bronx River Rd Unit 8G,Yonkers,NY,10704,65000,1,1,Yonkers,800,,1956,133,81,40.9091558,-73.8555185
1210,Vacant Land,Russell St,Howard Beach,NY,11414,66400,,,Hamilton Beach,,1777,,35,,40.655585,-73.831077
1211,Vacant Land,6A Matthews Pl,Brooklyn,NY,11236,69000,,,Canarsie,,998,,152,,40.633586,-73.8965238
1212,Vacant Land,237 Freeborn St,Staten Island,NY,10305,69000,0,,Midland Beach,,1520,,366,,40.573882,-74.093218
1213,Unknown,6102 18 Ave,Brooklyn,NY,11204,70000,,0.5,Brooklyn,,1800,1931,14,,40.6214713,-73.9881337
1214,Vacant Land,2 Broadway,Howard Beach,NY,11414,70000,,,Howard Beach,,2679,,216,,40.658346,-73.830521
1215,Condo/Co-op,254 E 184th St Unit 4D,Bronx,NY,10458,70000,2,1,Bronx,1115,1115,1916,262,63,40.8588966,-73.8981207
1216,Condo/Co-op,1976 Lafontaine Ave Unit 2D,Bronx,NY,10457,70000,1,1,Bronx,700,,1925,76,100,40.8470332,-73.8937621
1217,Vacant Land,99-38 Russell St,Howard Beach,NY,11414,70400,,,Hamilton Beach,,1400,,35,,40.6545079,-73.8310844
1218,Condo/Co-op,2661 Marion Ave Unit 3B,Bronx,NY,10458,74900,1,1,Bronx,750,,1966,335,100,40.8649866,-73.8908332
1219,Condo/Co-op,4315 Webster Ave Unit 4C,Bronx,NY,10470,75000,0,1,Bronx,500,,1957,12,150,40.8995193,-73.8623678
1220,Condo/Co-op,495 E 178th St Unit 5E,Bronx,NY,10457,75000,1,1,Bronx,750,,1951,26,100,40.8482929,-73.8965348
1221,Condo/Co-op,1974 Crotona Ave Unit 4-42,Bronx,NY,10457,78000,1,1,N/A,,,1939,253,,40.8458772,-73.8904229
1222,Condo/Co-op,3184 Grand Concourse Unit 3J,Bronx,NY,10458,80000,0,0.5,Bronx,700,,1963,392,114,40.876571,-73.8851372
1223,Condo/Co-op,Unit at 749 E 231st St,Bronx,NY,10466,80000,1,1,Wakefield,,,,370,,40.8916917,-73.8563496
1224,Condo/Co-op,3279 Hull Ave #11,Bronx,NY,10467,85000,1,1,Bronx,536,,1940,16,159,40.8764347,-73.8750309
1225,Vacant Land,1 Landscape Ave,Yonkers,NY,10705,85000,,,Yonkers,,5562,,85,,40.9150424,-73.8942083
1226,Single Family Residential,2701 Goethals Rd Unit H 14,Staten Island,NY,10303,89000,2,2,Arlington,1080,2250,1986,14,82,40.6266169,-74.1787446
1227,Condo/Co-op,154 Radford St Unit 1E,Yonkers,NY,10705,89000,2,1,Yonkers,900,,1929,19,99,40.9177506,-73.9002037
1228,Condo/Co-op,87-15 165th St St Unit 6N,Jamaica,NY,11432,89900,0,1,Saxony,,,1958,80,,40.710153,-73.797972
1229,Condo/Co-op,6299 Broadway Unit C4,Bronx,NY,10471,89900,0,1,Riverdale,500,,1958,113,180,40.899039,-73.8974084
1230,Condo/Co-op,85D Edgewater Park Unit 85D,Bronx,NY,10465,90000,2,1,Bronx,,,1942,285,,40.8224961,-73.8110326
1231,Condo/Co-op,333 Bronx River Rd #202,Yonkers,NY,10704,90000,1,1,Yonkers,650,,1966,109,138,40.9112066,-73.8538685
1232,Vacant Land,1184 Arden Ave,Staten Island,NY,10312,95000,0,,Annadale,,2192,,82,,40.5417332,-74.1706042
1233,Vacant Land,431 Beach 43 St,Far Rockaway,NY,11691,95000,,,Far Rockaway,,2600,,14,,40.596604,-73.775161
1234,Condo/Co-op,3321 Bruckner Blvd Unit 6L,Bronx,NY,10461,95000,0,1,Bronx,550,,1939,5,173,40.8420527,-73.8264218
1235,Single Family Residential,,Staten  Island,NY,10306,95000,2,2,,406,2000,1920,161,234,40.5729336,-74.1298684
1236,Condo/Co-op,730 E 232nd St Unit 4G,Bronx,NY,10466,95000,1,1,Bronx,800,,1965,14,119,40.8921644,-73.8562959
1237,Condo/Co-op,160-10 89 Ave Unit 1F,Jamaica,NY,11432,95000,0,1,Jamaica Towers,,,1961,85,,40.706032,-73.8002285
1238,Condo/Co-op,Unit at 1001 Grand Concourse,Bronx,NY,10025,99000,0,1,Concourse,,,,518,,40.8299964,-73.9215154
1239,Vacant Land,1784 Merrill St,Bronx,NY,10460,99000,,,Bronx,,1481,,33,,40.8365998,-73.8679598
1240,Single Family Residential,2701 Goethals Road North N Unit A4,Staten Island,NY,10303,99000,2,1,Mariners Harbor,700,2230,1996,11,141,40.6266169,-74.1787446
1241,Condo/Co-op,2023 Belmont Ave Unit 3B,Bronx,NY,10457,99000,2,1,Bronx,900,,1912,7,110,40.8477828,-73.8906495
1242,Condo/Co-op,170-06 88 Ave Unit 7E,Jamaica,NY,11432,99000,0,1,Tyler Towers Owners Corp,,,1962,12,,40.7102667,-73.7911115
1243,Vacant Land,2259 Bassford Ave,Bronx,NY,10457,100000,,,Bronx,,993,,30,,40.8547302,-73.89298
1244,Vacant Land,111-20 158th St,Jamaica,NY,11433,100000,,,Jamaica,,1875,,27,,40.6896655,-73.7911827
1245,Condo/Co-op,Unit at 87 -15 165th St,Queens,NY,11432,100000,0,1,Jamaica Hills,,,,90,,40.7096355,-73.7977698
1246,Condo/Co-op,84-50 169 St #521,Jamaica Hills,NY,11432,100000,0,1,Gothic Tenants,500,,1953,234,200,40.7147444,-73.7955162
1247,Condo/Co-op,5 Fordham Hill Oval Unit 4D,Bronx,NY,10468,104999,0,1,Bronx,650,,1950,35,162,40.8653295,-73.90739
1248,Condo/Co-op,Unit at 306 E Mosholu Pkwy S,Bronx,NY,10458,105000,0,1,Norwood,,,,113,,40.8716219,-73.8826018
1249,Condo/Co-op,2400 Davidson Ave Unit B21,Bronx,NY,10468,105000,2,1,Bronx,800,,1923,58,131,40.8616251,-73.902753
1250,Condo/Co-op,5615 Netherland Ave Unit 2F,Bronx,NY,10471,105000,0,1,Riverdale,360,,1949,61,292,40.9049703,-73.9066342
1251,Condo/Co-op,1270 E 51 St Unit 4M,Brooklyn,NY,11234,105000,0,1,Brooklyn,400,,1966,274,263,40.629782,-73.927502
1252,Vacant Land,1st St,Howard Beach,NY,11414,107200,,,Hamilton Beach,,1400,,35,,40.655866,-73.829022
1253,Condo/Co-op,14-30 Seagirt Blvd Unit 3A,Far Rockaway,NY,11691,109000,1,1,Ocean Park,,,1959,37,,40.5957597,-73.7494613
1254,Condo/Co-op,5621 Netherland Ave Unit 1F,Bronx,NY,10471,109900,0,1,Riverdale,550,,1949,75,200,40.9050385,-73.9064185
1255,Vacant Land,130-04 158 St,Jamaica,NY,11434,109999,,,Jamaica,,2000,,506,,40.6879379,-73.7896675
1256,Condo/Co-op,740 E 232nd St Unit 5G,Bronx,NY,10466,112500,1,1,Bronx,850,,1957,59,132,40.8921055,-73.8561334
1257,Vacant Land,10 Road & Channel Rd,Broad Channel,NY,11693,113900,,,Broad Channel,,1800,,124,,40.6057686,-73.8187748
1258,Condo/Co-op,87-19 204th St Unit A-18,Hollis,NY,11423,114500,1,1,Hilltop Village,675,,,96,170,40.7228297,-73.762449
1259,Vacant Land,882 Home St,Bronx,NY,10459,115000,,,Bronx,,1145,,105,,40.827941,-73.896157
1260,Condo/Co-op,1770 Walton Ave Unit 32B,Bronx,NY,10453,115000,2,1,Bronx,700,,1925,37,164,40.8476965,-73.9098724
1261,Condo/Co-op,172-70 Highland Ave Unit 6 A,Jamaica Estates,NY,11432,115000,0,1,Coronet Hall,475,,1960,176,242,40.7131939,-73.7887497
1262,Single Family Residential,2701 Goethals Rd N Unit F8,Staten Island,NY,10303,115000,3,1,Mariners Harbor,896,1300,1998,84,128,40.6266254,-74.1788278
1263,Condo/Co-op,3845 Shore Pkwy Unit 1M,Brooklyn,NY,11235,117234,0,1,Sheepshead Bay,,,1965,15,,40.5868317,-73.9332363
1264,Condo/Co-op,2187 Holland Ave Unit 5A,Bronx,NY,10462,118000,1,1,Bronx,760,,1930,224,155,40.8558351,-73.8658889
1265,Condo/Co-op,2187 Holland Ave Unit 5H,Bronx,NY,10462,118000,1,1,Bronx,780,,1930,47,151,40.8558351,-73.8658889
1266,Condo/Co-op,3121 Middletown Rd Unit 3E,Bronx,NY,10461,118000,0,1,Bronx,750,,1963,82,157,40.8455961,-73.8264218
1267,Condo/Co-op,215-37 48th Ave Unit 2B,Bayside,NY,11361,119000,0,1,48th Ave,300,,1950,64,397,40.7559371,-73.7649621
1268,Vacant Land,0 Roosevelt Ave,Staten Island,NY,10314,119000,0,,Willowbrook,,1780,,478,,40.604016,-74.132574
1269,Condo/Co-op,56 N Parkway Unit 2L,Yonkers,NY,10704,119000,1,1,Yonkers,875,,1940,295,136,40.9054813,-73.8758306
1270,Vacant Land,17 Hempstead Ave,Staten Island,NY,10306,119900,0,,Midland Beach,,1600,,166,,40.573365,-74.092765
1271,Condo/Co-op,530 Riverdale Ave Unit 2F,Yonkers,NY,10705,119999,1,1,Yonkers,850,,1956,29,141,40.9140754,-73.9019492
1272,Condo/Co-op,67-27 136th St Unit A,Kew Garden Hills,NY,11367,120000,2,1,Hyde Park Gardens,750,,1965,181,160,40.7306481,-73.8324835
1273,Condo/Co-op,6035 Broadway Unit 5-H,Bronx,NY,10471,120000,0,1,Riverdale,500,,1961,167,240,40.891981,-73.897633
1274,Condo/Co-op,Unit at 50 Kenilworth Pl,Brooklyn,NY,11210,120000,0,1,Midwood,,,,16,,40.6344763,-73.9510906
1275,Condo/Co-op,601 Kappock St Unit 2R,Bronx,NY,10463,120000,0,1,Riverdale,600,,1960,36,200,40.8789773,-73.916004
1276,Condo/Co-op,1040 Neilson St Unit 5F,Far Rockaway,NY,11691,120000,1,1,Maxx Development,,,1960,62,,40.6043757,-73.7475099
1277,Condo/Co-op,6200 Riverdale Ave Unit 4K,Bronx,NY,10471,120000,1,1,Bronx,700,,1959,30,171,40.9116915,-73.9025004
1278,Condo/Co-op,29 Abeel St Unit 2F,Yonkers,NY,10705,123000,1,1,Yonkers,750,,1981,96,164,40.9152575,-73.9033523
1279,Condo/Co-op,5355 Henry Hudson Pkwy Unit 11G,Bronx,NY,10471,125000,0,1,Bronx,400,,1952,119,313,40.9012336,-73.90651
1280,Condo/Co-op,2640 Marion Ave Unit 6d,New York,NY,10458,125000,1,1,New York,600,,1961,44,208,40.8643442,-73.8906495
1281,Condo/Co-op,2925 Matthews Ave Unit 1G,Bronx,NY,10467,125000,1,1,Bronx,650,,1928,49,192,40.8685895,-73.862719
1282,Vacant Land,21 S Terrace Ave,Mount Vernon,NY,10550,125000,,,Mount Vernon,,3249,,142,,40.911593,-73.848149
1283,Vacant Land,134th St,S. Ozone Park,NY,11420,125000,,,S. Ozone Park,,1420,,237,,40.678486,-73.805852
1284,Condo/Co-op,3030 Johnson Unit 1G,Bronx,NY,10463,125000,1,1,Riverdale,650,,1965,146,192,40.881088,-73.9110929
1285,Condo/Co-op,2425 Haring St Unit 1J,Sheepshead Bay,NY,11235,125000,1,1,Nostrand Gardens,,,1950,79,,40.592819,-73.938977
1286,Condo/Co-op,1670 E Longfellow Ave Unit 4A,Bronx,NY,10460,125000,2,1,Bronx,900,,1940,36,139,40.8347876,-73.8846319
1287,Condo/Co-op,365 Bronx River Rd Unit 2N,Yonkers,NY,10704,125000,1,1,Yonkers,750,,1959,11,167,40.9125072,-73.8523857
1288,Vacant Land,3482 Kingsland Ave,Bronx,NY,10469,125000,,,Bronx,,2008,,30,,40.8791331,-73.8452736
1289,Condo/Co-op,1000 Clove Rd Unit 7f,Staten Island,NY,10301,125000,0,1,Clove Lake,525,525,1966,48,238,40.6202645,-74.1099106
1290,Condo/Co-op,1425 Thieriot Ave Unit 3N,Bronx,NY,10460,129000,1,1,Bronx,900,,1965,20,143,40.8363242,-73.8654755
1291,Condo/Co-op,172-70 Highland Ave Unit 9F,Jamaica Estates,NY,11432,129000,0,1,Coronet Hall,450,,1960,48,287,40.7131939,-73.7887497
1292,Condo/Co-op,139-05 85 Dr Unit 6C,Briarwood,NY,11435,129000,0,1,Manton House,500,,1950,19,258,40.709057,-73.816851
1293,Condo/Co-op,2925 NW Matthews Ave Unit 2F,Bronx,NY,10467,129000,1,1,Bronx,900,,1920,124,143,40.8685895,-73.8627558
1294,Condo/Co-op,245 Bronx River Rd Unit 7F,Yonkers,NY,10704,129000,1,1,Yonkers,760,37932,1970,35,170,40.9091558,-73.8555185
1295,Condo/Co-op,87-15 165th St Unit 6M,Jamaica,NY,11432,129900,0,1,Saxony,,,1950,52,,40.710153,-73.797972
1296,Condo/Co-op,84-50 169th St #618,Jamaica Estates,NY,11432,129900,0,1,Gothic Tenants,450,,1954,15,289,40.7147444,-73.7955162
1297,Condo/Co-op,2107 Wallace Ave Unit 1H,Bronx,NY,10462,129999,1,1,Morris Park,,,1963,44,,40.8535103,-73.8650043
1298,Single Family Residential,,Brooklyn,NY,11207,130000,4,1,,1240,2000,1920,47,105,40.6655101,-73.8918897
1299,Condo/Co-op,2190 Boston Rd Unit 2J,Bronx,NY,10462,130000,1,1,Bronx,760,,1941,72,171,40.8561357,-73.8693345
1300,Condo/Co-op,87-40 Francis Lewis Blvd Unit 22B,Queens Village,NY,11427,130000,1,1,Holliswood,,,1953,37,,40.7224173,-73.7616979
1301,Condo/Co-op,2199 Holland Ave Unit LM,Bronx,NY,10462,133900,2,1,Bronx,900,,1931,264,149,40.8563029,-73.8659969
1302,Condo/Co-op,7 Fordham Hill Oval Unit 1G,Bronx,NY,10468,134900,1,1,Bronx,600,,1950,16,225,40.8647901,-73.9071597
1303,Condo/Co-op,8629 155 Ave Unit 6G,Howard Beach,NY,11414,134900,0,1,Bucknell,550,,1964,48,245,40.6656271,-73.848109
1304,Condo/Co-op,8915 Parsons Blvd Unit 5C,Jamaica,NY,11432,134900,0,1,Westwood Terrace,500,,1961,89,270,40.7055595,-73.8012395
1305,Condo/Co-op,2244 Bronx Park East Unit 6-E,Bronx,NY,10467,134900,0,1,Bronx,500,,1956,196,270,40.8584952,-73.870483
1306,Condo/Co-op,43 Bronx River Rd #6,Yonkers,NY,10704,135000,1,,Yonkers,2800,,1959,204,48,40.9025838,-73.8608813
1307,Condo/Co-op,2922 Barnes Ave Unit 3J,Bronx,NY,10467,135000,1,1,Bronx,750,,1928,51,180,40.8685583,-73.8631566
1308,Condo/Co-op,5235 Post Rd Unit 1B,Bronx,NY,10471,135000,1,1,Bronx,700,,1964,184,193,40.898454,-73.8987339
1309,Condo/Co-op,1200 E 53rd St Unit 7M,Brooklyn,NY,11234,135000,0,1,Kings Village,,,1966,169,,40.6299309,-73.925309
1310,Condo/Co-op,1725 Edison Ave Unit 6E,Bronx,NY,10461,135021,1,1,Bronx,491,19998,1965,84,275,40.8461432,-73.8327858
1311,Condo/Co-op,19 Abeel St Unit 3K,Yonkers,NY,10705,136500,2,1,Yonkers,1000,,1950,153,137,40.9155777,-73.9034612
1312,Condo/Co-op,144-60 Gravett Rd Unit 3J,Flushing,NY,11367,138000,1,1,Mainstay,,,1965,8,,40.7352898,-73.8224991
1313,Condo/Co-op,2186 Cruger Ave Unit LL,Bronx,NY,10462,138500,2,1,Bronx,975,,1930,279,142,40.8557919,-73.8663943
1314,Condo/Co-op,10-11 Nameoke St Unit 1-A,Far Rockaway,NY,11691,139000,1,1,Nameoke Court,,,1960,68,,40.6030873,-73.7490197
1315,Condo/Co-op,3321 Bruckner Blvd Unit 5A,Bronx,NY,10461,139000,1,1,Bronx,780,,1930,64,178,40.8420527,-73.8264218
1316,Multi-Family (2-4 Unit),67 South St,Mount Vernon,NY,10550,139000,0,,Mount Vernon,1650,3920,1900,156,84,40.907477,-73.848661
1317,Condo/Co-op,2171 Bragg St Unit 5H,Brooklyn,NY,11229,139000,1,1,Brooklyn,700,,,156,199,40.5993132,-73.9355688
1318,Condo/Co-op,19 Abeel St Unit 1E,Yonkers,NY,10705,139500,2,1,Yonkers,1000,,1956,51,140,40.9158422,-73.903354
1319,Condo/Co-op,87-70 173rd St Unit 5L,Jamaica,NY,11432,139900,1,1,Park Sanford,,,1962,49,,40.711337,-73.789277
1320,Condo/Co-op,175-45 88 Ave Unit 6 A,Jamaica,NY,11432,139999,1,1,Compton House,,,1963,29,,40.7115879,-73.7857059
1321,Condo/Co-op,Unit at 601 Pelham Pkwy N,Bronx,NY,10467,140000,0,1,The Bronx ( Other),,,,47,,40.8577513,-73.8706667
1322,Condo/Co-op,5614 Netherland Ave Unit 2B,Bronx,NY,10471,140000,1,1,Riverdale,750,,1948,73,187,40.9050945,-73.906337
1323,Condo/Co-op,5615 Netherland Ave Unit 5C,Bronx,NY,10471,140000,1,1,Bronx,750,,1950,434,187,40.9049703,-73.9066342
1324,Condo/Co-op,2199 Holland Ave Unit 3K,Bronx,NY,10462,140000,1,1,Bronx,800,,1930,167,175,40.8563029,-73.8659969
1325,Condo/Co-op,3311 Giles Pl Unit 3S,Bronx,NY,10463,143000,1,1,Lakeview  Court,,,1963,103,,40.878981,-73.898816
1326,Condo/Co-op,2081 Cruger Ave Unit 2J,Bronx,NY,10462,144900,1,1,Bronx,650,649,1939,34,223,40.8527259,-73.8670374
1327,Condo/Co-op,Unit at 2104 Holland Ave,Bronx,NY,10462,145000,1,1,Pelham Parkway,,,,47,,40.8534109,-73.8654824
1328,Condo/Co-op,1478 E 28 St Unit 1P,Brooklyn,NY,11210,145000,0,1,Brooklyn,510,,,272,284,40.6151883,-73.9468836
1329,Vacant Land,483 New Lots Ave,Brooklyn,NY,11207,145000,,,East Ny,,894,,57,,40.663279,-73.890155
1330,Condo/Co-op,Unit at 2 E 55th St,New York,NY,10022,145000,0,1,Middle West Side,,,,34,,40.7613979,-73.9746128
1331,Condo/Co-op,172-70 Highland Ave Unit 7N,Jamaica Estates,NY,11432,145000,0,1,Coronet Hall,650,,1960,72,223,40.7131654,-73.7888369
1332,Condo/Co-op,2244 Bronx Park E Unit 4C,Bronx,NY,10467,145000,1,1,Bronx,895,,1956,126,162,40.8584952,-73.870483
1333,Condo/Co-op,85 Bronx River Rd Unit 3T,Yonkers,NY,10704,145000,1,1,Yonkers,850,,1939,34,171,40.9044699,-73.8592733
1334,Condo/Co-op,144-60 Gravett Rd Unit 5B,Kew Garden Hills,NY,11367,146000,1,1,Mainstay,,,1950,98,,40.7352898,-73.8224991
1335,Condo/Co-op,89-00 170th St,Jamaica,NY,11432,147000,1,1,The Avalon Owners Corp,,,1960,64,,40.7092156,-73.7912209
1336,Condo/Co-op,6299 Broadway Unit C1,Bronx,NY,10471,147000,1,2,Riverdale,650,,1958,91,226,40.899039,-73.8974084
1337,Condo/Co-op,3215 Arlington Ave Unit 2B,Bronx,NY,10463,148000,0,1,Riverdale,550,,1958,27,269,40.8846993,-73.9124985
1338,Single Family Residential,1 Azienda Lombardi,Foreign Country,OS,6045,148888,6,4,Foreign Country,1776,1948,2008,192,84,40.7235093,-74.0064435
1339,Condo/Co-op,67-12 Yellowstone Blvd Unit F11,Forest Hills,NY,11375,148900,0,1,Colorado,,,1950,224,,40.7280463,-73.8494603
1340,Condo/Co-op,555 Kappock St Unit 2R,Bronx,NY,10463,149000,0,1,Riverdale,550,,1966,140,271,40.8780303,-73.9169226
1341,Condo/Co-op,255 Fieldston Ter Unit 6F,Bronx,NY,10471,149000,1,1,Bronx,750,34848,1961,36,199,40.8961447,-73.8987339
1342,Condo/Co-op,85 Bronx River Rd Unit 2S,Yonkers,NY,10704,149000,1,1,Yonkers,815,,1939,30,183,40.9044699,-73.8592733
1343,Condo/Co-op,2090 Barnes Ave Unit 1D,Bronx,NY,10462,149000,1,1,Bronx,775,,1951,47,192,40.8532407,-73.8636378
1344,Condo/Co-op,3231 Barker Ave Unit 3B,Bronx,NY,10467,149000,2,1,Bronx,1050,,1953,98,142,40.872348,-73.8696101
1345,Condo/Co-op,72-61 113th St Unit M19,Forest Hills,NY,11375,149500,0,1,The Meadow Lake,,,1951,181,,40.720519,-73.835962
1346,Condo/Co-op,2010 E 57 St #1,Brooklyn,NY,11234,149900,1,1,Brooklyn,,,,83,,40.6141615,-73.9190462
